Freq.	V(d_3p)
5.83709000000000e+009	(-1.12486850480999e+001dB,-1.34977351533936e+002°)
5.85708000000000e+009	(-1.12786059962886e+001dB,-1.35271217525872e+002°)
5.87707000000000e+009	(-1.13083430963024e+001dB,-1.35563378645694e+002°)
5.89706000000000e+009	(-1.13378944795480e+001dB,-1.35853853762056e+002°)
5.91705000000000e+009	(-1.13672583175834e+001dB,-1.36142661671929e+002°)
5.93704000000000e+009	(-1.13964328212519e+001dB,-1.36429821099558e+002°)
5.95703000000000e+009	(-1.14254162398370e+001dB,-1.36715350695501e+002°)
5.97702000000000e+009	(-1.14542068602394e+001dB,-1.36999269035770e+002°)
5.99701000000000e+009	(-1.14828030061761e+001dB,-1.37281594621041e+002°)
6.01700000000000e+009	(-1.15112030373988e+001dB,-1.37562345875953e+002°)
6.03699000000000e+009	(-1.15394053489323e+001dB,-1.37841541148469e+002°)
6.05698000000000e+009	(-1.15674083703321e+001dB,-1.38119198709296e+002°)
6.07697000000000e+009	(-1.15952105649602e+001dB,-1.38395336751374e+002°)
6.09696000000000e+009	(-1.16228104292789e+001dB,-1.38669973389408e+002°)
6.11695000000000e+009	(-1.16502064921602e+001dB,-1.38943126659453e+002°)
6.13694000000000e+009	(-1.16773973142129e+001dB,-1.39214814518545e+002°)
6.15693000000000e+009	(-1.17043814871241e+001dB,-1.39485054844368e+002°)
6.17692000000000e+009	(-1.17311576330155e+001dB,-1.39753865434964e+002°)
6.19691000000000e+009	(-1.17577244038146e+001dB,-1.40021264008472e+002°)
6.21690000000000e+009	(-1.17840804806378e+001dB,-1.40287268202903e+002°)
6.23689000000000e+009	(-1.18102245731870e+001dB,-1.40551895575946e+002°)
6.25688000000000e+009	(-1.18361554191588e+001dB,-1.40815163604795e+002°)
6.27687000000000e+009	(-1.18618717836636e+001dB,-1.41077089686012e+002°)
6.29686000000000e+009	(-1.18873724586571e+001dB,-1.41337691135406e+002°)
6.31685000000000e+009	(-1.19126562623806e+001dB,-1.41596985187942e+002°)
6.33684000000000e+009	(-1.19377220388122e+001dB,-1.41854988997668e+002°)
6.35683000000000e+009	(-1.19625686571265e+001dB,-1.42111719637670e+002°)
6.37682000000000e+009	(-1.19871950111628e+001dB,-1.42367194100043e+002°)
6.39681000000000e+009	(-1.20116000189018e+001dB,-1.42621429295885e+002°)
6.41680000000000e+009	(-1.20357826219505e+001dB,-1.42874442055318e+002°)
6.43679000000000e+009	(-1.20597417850330e+001dB,-1.43126249127522e+002°)
6.45678000000000e+009	(-1.20834764954897e+001dB,-1.43376867180794e+002°)
6.47677000000000e+009	(-1.21069857627822e+001dB,-1.43626312802632e+002°)
6.49676000000000e+009	(-1.21302686180045e+001dB,-1.43874602499834e+002°)
6.51675000000000e+009	(-1.21533241134001e+001dB,-1.44121752698627e+002°)
6.53674000000000e+009	(-1.21761513218854e+001dB,-1.44367779744814e+002°)
6.55673000000000e+009	(-1.21987493365766e+001dB,-1.44612699903946e+002°)
6.57672000000000e+009	(-1.22211172703240e+001dB,-1.44856529361522e+002°)
6.59671000000000e+009	(-1.22432542552491e+001dB,-1.45099284223203e+002°)
6.61670000000000e+009	(-1.22651594422877e+001dB,-1.45340980515067e+002°)
6.63669000000000e+009	(-1.22868320007364e+001dB,-1.45581634183877e+002°)
6.65668000000000e+009	(-1.23082711178047e+001dB,-1.45821261097385e+002°)
6.67667000000000e+009	(-1.23294759981696e+001dB,-1.46059877044656e+002°)
6.69666000000000e+009	(-1.23504458635358e+001dB,-1.46297497736430e+002°)
6.71665000000000e+009	(-1.23711799521988e+001dB,-1.46534138805503e+002°)
6.73664000000000e+009	(-1.23916775186119e+001dB,-1.46769815807146e+002°)
6.75663000000000e+009	(-1.24119378329580e+001dB,-1.47004544219552e+002°)
6.77662000000000e+009	(-1.24319601807234e+001dB,-1.47238339444313e+002°)
6.79661000000000e+009	(-1.24517438622765e+001dB,-1.47471216806928e+002°)
6.81660000000000e+009	(-1.24712881924500e+001dB,-1.47703191557351e+002°)
6.83659000000000e+009	(-1.24905925001262e+001dB,-1.47934278870565e+002°)
6.85658000000000e+009	(-1.25096561278262e+001dB,-1.48164493847190e+002°)
6.87657000000000e+009	(-1.25284784313024e+001dB,-1.48393851514128e+002°)
6.89656000000000e+009	(-1.25470587791354e+001dB,-1.48622366825247e+002°)
6.91655000000000e+009	(-1.25653965523335e+001dB,-1.48850054662090e+002°)
6.93654000000000e+009	(-1.25834911439363e+001dB,-1.49076929834628e+002°)
6.95653000000000e+009	(-1.26013419586224e+001dB,-1.49303007082046e+002°)
